image,gt,yolo_det,ensemble_masks,vetoed,yolo_tp,yolo_fp,yolo_fn,ensemble_tp,ensemble_fp,ensemble_fn
100584.jpg,4,5,5,0,4,1,0,4,1,0
100585.jpg,2,1,1,0,0,1,2,0,1,2
100594.jpg,1,1,1,0,1,0,0,1,0,0
100599.jpg,2,4,4,0,2,2,0,2,2,0
100602.jpg,1,1,1,0,1,0,0,1,0,0
100605.jpg,1,1,1,0,1,0,0,1,0,0
100630.jpg,4,3,3,0,3,0,1,3,0,1
100652.jpg,2,1,1,0,1,0,1,1,0,1
100653.jpg,3,3,3,0,2,1,1,2,1,1
100655.jpg,3,3,3,0,3,0,0,3,0,0
100660.jpg,1,0,0,0,0,0,1,0,0,1
100665.jpg,3,3,3,0,3,0,0,3,0,0
100669.jpg,4,3,3,0,3,0,1,3,0,1
100670.jpg,1,1,1,0,0,1,1,0,1,1
100675.jpg,1,1,1,0,1,0,0,1,0,0
100684.jpg,3,3,3,0,3,0,0,3,0,0
100693.jpg,2,2,2,0,1,1,1,1,1,1
100699.jpg,3,4,4,0,2,2,1,2,2,1
100703.jpg,1,1,1,0,0,1,1,0,1,1
100711.jpg,2,2,2,0,2,0,0,2,0,0
100716.jpg,1,1,0,1,1,0,0,0,0,1
100717.jpg,2,2,2,0,1,1,1,1,1,1
100719.jpg,1,1,1,0,1,0,0,1,0,0
100724.jpg,3,2,2,0,1,1,2,1,1,2
100726.jpg,3,2,2,0,1,1,2,1,1,2
100734.jpg,1,1,1,0,1,0,0,1,0,0
100738.jpg,1,1,1,0,0,1,1,0,1,1
100752.jpg,1,0,0,0,0,0,1,0,0,1
100758.jpg,2,2,2,0,2,0,0,2,0,0
100771.jpg,4,3,3,0,2,1,2,2,1,2
100778.jpg,2,1,1,0,0,1,2,0,1,2
100779.jpg,1,1,1,0,1,0,0,1,0,0
100794.jpg,1,1,1,0,1,0,0,1,0,0
100805.jpg,1,1,1,0,1,0,0,1,0,0
100806.jpg,5,5,5,0,4,1,1,4,1,1
100809.jpg,5,5,5,0,4,1,1,4,1,1
100812.jpg,1,1,1,0,1,0,0,1,0,0
100818.jpg,2,2,1,1,2,0,0,1,0,1
100821.jpg,2,2,2,0,1,1,1,1,1,1
100829.jpg,1,1,1,0,1,0,0,1,0,0
100831.jpg,2,1,1,0,0,1,2,0,1,2
100834.jpg,2,2,2,0,2,0,0,2,0,0
100836.jpg,1,1,0,1,1,0,0,0,0,1
100843.jpg,1,1,1,0,0,1,1,0,1,1
100844.jpg,3,3,3,0,3,0,0,3,0,0
100850.jpg,1,1,1,0,1,0,0,1,0,0
100854.jpg,1,1,1,0,1,0,0,1,0,0
100863.jpg,2,2,2,0,2,0,0,2,0,0
100866.jpg,5,4,4,0,2,2,3,2,2,3
100890.jpg,2,2,2,0,2,0,0,2,0,0
100898.jpg,2,2,2,0,2,0,0,2,0,0
100907.jpg,2,2,2,0,1,1,1,1,1,1
100911.jpg,1,0,0,0,0,0,1,0,0,1
100923.jpg,2,2,2,0,2,0,0,2,0,0
100924.jpg,3,3,3,0,1,2,2,1,2,2
100926.jpg,4,4,3,1,4,0,0,3,0,1
100928.jpg,5,2,2,0,2,0,3,2,0,3
100929.jpg,1,1,1,0,1,0,0,1,0,0
100932.jpg,1,1,1,0,1,0,0,1,0,0
100935.jpg,2,2,2,0,1,1,1,1,1,1
100937.jpg,3,3,3,0,2,1,1,2,1,1
100944.jpg,1,2,2,0,1,1,0,1,1,0
100959.jpg,1,1,1,0,1,0,0,1,0,0
100961.jpg,5,4,4,0,1,3,4,1,3,4
100966.jpg,2,2,1,1,2,0,0,1,0,1
100967.jpg,1,1,1,0,1,0,0,1,0,0
100968.jpg,4,0,0,0,0,0,4,0,0,4
100985.jpg,1,1,1,0,1,0,0,1,0,0
100989.jpg,5,3,3,0,3,0,2,3,0,2
100996.jpg,1,1,1,0,1,0,0,1,0,0
100997.jpg,3,3,3,0,1,2,2,1,2,2
101005.jpg,1,1,1,0,1,0,0,1,0,0
101008.jpg,2,2,2,0,1,1,1,1,1,1
101014.jpg,1,1,1,0,1,0,0,1,0,0
101029.jpg,3,1,1,0,1,0,2,1,0,2
101030.jpg,2,3,3,0,2,1,0,2,1,0
101031.jpg,1,1,1,0,1,0,0,1,0,0
101034.jpg,2,2,2,0,2,0,0,2,0,0
101036.jpg,1,1,1,0,1,0,0,1,0,0
101037.jpg,3,2,2,0,2,0,1,2,0,1
101043.jpg,3,3,2,1,3,0,0,2,0,1
101045.jpg,1,1,1,0,0,1,1,0,1,1
101051.jpg,2,2,2,0,1,1,1,1,1,1
101052.jpg,4,3,3,0,3,0,1,3,0,1
101056.jpg,2,3,3,0,2,1,0,2,1,0
101059.jpg,3,2,2,0,1,1,2,1,1,2
101061.jpg,1,1,1,0,1,0,0,1,0,0
101077.jpg,1,1,1,0,1,0,0,1,0,0
101097.jpg,2,4,2,2,0,4,2,0,2,2
101108.jpg,2,2,2,0,2,0,0,2,0,0
101134.jpg,2,2,2,0,2,0,0,2,0,0
101136.jpg,3,3,3,0,3,0,0,3,0,0
101143.jpg,2,2,2,0,2,0,0,2,0,0
101147.jpg,2,3,3,0,2,1,0,2,1,0
101152.jpg,1,1,1,0,1,0,0,1,0,0
101161.jpg,2,2,2,0,1,1,1,1,1,1
101166.jpg,1,1,1,0,1,0,0,1,0,0
101174.jpg,2,2,2,0,0,2,2,0,2,2
101178.jpg,1,1,1,0,0,1,1,0,1,1
101190.jpg,2,2,2,0,1,1,1,1,1,1
101191.jpg,3,0,0,0,0,0,3,0,0,3
101197.jpg,1,1,0,1,1,0,0,0,0,1
101198.jpg,4,2,2,0,1,1,3,1,1,3
101221.jpg,1,1,1,0,1,0,0,1,0,0
101223.jpg,1,1,1,0,1,0,0,1,0,0
101225.jpg,1,0,0,0,0,0,1,0,0,1
101226.jpg,3,2,2,0,2,0,1,2,0,1
101227.jpg,3,3,2,1,2,1,1,2,0,1
101231.jpg,3,3,3,0,3,0,0,3,0,0
101242.jpg,2,2,2,0,1,1,1,1,1,1
101243.jpg,3,2,2,0,2,0,1,2,0,1
101244.jpg,3,1,1,0,1,0,2,1,0,2
101247.jpg,4,4,3,1,4,0,0,3,0,1
101253.jpg,1,1,1,0,1,0,0,1,0,0
101254.jpg,3,1,1,0,1,0,2,1,0,2
101271.jpg,3,2,2,0,1,1,2,1,1,2
101276.jpg,3,3,3,0,2,1,1,2,1,1
101277.jpg,2,1,1,0,1,0,1,1,0,1
101279.jpg,1,1,1,0,1,0,0,1,0,0
101284.jpg,1,1,1,0,1,0,0,1,0,0
101297.jpg,1,1,1,0,1,0,0,1,0,0
101301.jpg,3,3,3,0,3,0,0,3,0,0
101310.jpg,4,4,4,0,3,1,1,3,1,1
110001.jpg,3,4,4,0,3,1,0,3,1,0
110003.jpg,1,1,1,0,1,0,0,1,0,0
110006.jpg,1,2,2,0,1,1,0,1,1,0
110012.jpg,1,2,2,0,1,1,0,1,1,0
110015.jpg,1,1,0,1,1,0,0,0,0,1
110031.jpg,1,1,1,0,1,0,0,1,0,0
110036.jpg,6,5,5,0,5,0,1,5,0,1
110040.jpg,3,3,3,0,3,0,0,3,0,0
110041.jpg,3,3,2,1,3,0,0,2,0,1
110045.jpg,2,2,2,0,2,0,0,2,0,0
110049.jpg,1,1,1,0,1,0,0,1,0,0
110055.jpg,2,2,2,0,2,0,0,2,0,0
110057.jpg,1,1,0,1,1,0,0,0,0,1
110078.jpg,3,3,3,0,3,0,0,3,0,0
110083.jpg,2,2,1,1,2,0,0,1,0,1
110088.jpg,2,2,1,1,2,0,0,1,0,1
110089.jpg,1,1,1,0,1,0,0,1,0,0
110091.jpg,1,1,1,0,1,0,0,1,0,0
110094.jpg,2,2,2,0,2,0,0,2,0,0
110096.jpg,1,1,1,0,1,0,0,1,0,0
110097.jpg,1,1,1,0,1,0,0,1,0,0
110100.jpg,2,2,2,0,2,0,0,2,0,0
110111.jpg,2,2,2,0,2,0,0,2,0,0
110129.jpg,3,3,3,0,3,0,0,3,0,0
110135.jpg,3,3,3,0,3,0,0,3,0,0
110147.jpg,4,4,4,0,3,1,1,3,1,1
110153.jpg,4,4,4,0,4,0,0,4,0,0
110159.jpg,1,1,1,0,1,0,0,1,0,0
110162.jpg,2,2,2,0,2,0,0,2,0,0
110170.jpg,3,3,2,1,3,0,0,2,0,1
110172.jpg,6,6,5,1,6,0,0,5,0,1
110179.jpg,3,3,3,0,3,0,0,3,0,0
110180.jpg,2,2,2,0,2,0,0,2,0,0
110185.jpg,4,6,6,0,4,2,0,4,2,0
110188.jpg,2,3,3,0,2,1,0,2,1,0
110191.jpg,2,2,2,0,2,0,0,2,0,0
110206.jpg,1,1,1,0,0,1,1,0,1,1
110218.jpg,5,5,5,0,5,0,0,5,0,0
110227.jpg,1,1,1,0,1,0,0,1,0,0
110232.jpg,4,4,4,0,4,0,0,4,0,0
110235.jpg,3,2,2,0,2,0,1,2,0,1
110236.jpg,1,0,0,0,0,0,1,0,0,1
110241.jpg,3,5,5,0,3,2,0,3,2,0
110253.jpg,3,2,2,0,2,0,1,2,0,1
110260.jpg,2,1,1,0,1,0,1,1,0,1
110267.jpg,3,2,1,1,2,0,1,1,0,2
110271.jpg,3,3,2,1,3,0,0,2,0,1
110276.jpg,2,2,2,0,2,0,0,2,0,0
110284.jpg,2,2,2,0,2,0,0,2,0,0
110286.jpg,5,3,3,0,3,0,2,3,0,2
110296.jpg,2,2,2,0,2,0,0,2,0,0
110299.jpg,2,2,2,0,2,0,0,2,0,0
110312.jpg,1,1,1,0,1,0,0,1,0,0
110328.jpg,1,1,1,0,1,0,0,1,0,0
110332.jpg,2,2,2,0,2,0,0,2,0,0
110372.jpg,5,5,5,0,5,0,0,5,0,0
110381.jpg,1,1,1,0,1,0,0,1,0,0
110387.jpg,2,1,1,0,1,0,1,1,0,1
110393.jpg,1,1,1,0,1,0,0,1,0,0
110404.jpg,2,2,2,0,2,0,0,2,0,0
110409.jpg,2,2,2,0,2,0,0,2,0,0
110422.jpg,2,2,2,0,2,0,0,2,0,0
110424.jpg,5,5,4,1,5,0,0,4,0,1
110428.jpg,3,4,4,0,3,1,0,3,1,0
110430.jpg,3,3,3,0,3,0,0,3,0,0
110442.jpg,1,1,1,0,1,0,0,1,0,0
110445.jpg,2,2,2,0,2,0,0,2,0,0
110446.jpg,2,2,2,0,2,0,0,2,0,0
110451.jpg,3,3,2,1,3,0,0,2,0,1
110456.jpg,2,2,2,0,2,0,0,2,0,0
110462.jpg,2,2,2,0,2,0,0,2,0,0
110463.jpg,1,2,2,0,1,1,0,1,1,0
110478.jpg,6,6,6,0,6,0,0,6,0,0
110485.jpg,5,6,6,0,5,1,0,5,1,0
120005.jpg,5,3,2,1,3,0,2,2,0,3
120010.jpg,2,2,2,0,2,0,0,2,0,0
120011.jpg,2,2,2,0,1,1,1,1,1,1
120023.jpg,4,4,3,1,2,2,2,2,1,2
120028.jpg,2,0,0,0,0,0,2,0,0,2
120037.jpg,1,0,0,0,0,0,1,0,0,1
120038.jpg,4,3,3,0,2,1,2,2,1,2
120047.jpg,2,1,1,0,0,1,2,0,1,2
120048.jpg,1,1,1,0,1,0,0,1,0,0
120062.jpg,1,1,1,0,1,0,0,1,0,0
120077.jpg,4,4,4,0,2,2,2,2,2,2
120091.jpg,1,1,1,0,1,0,0,1,0,0
120096.jpg,1,1,1,0,0,1,1,0,1,1
120101.jpg,4,1,1,0,1,0,3,1,0,3
120104.jpg,5,5,5,0,4,1,1,4,1,1
120105.jpg,1,1,1,0,1,0,0,1,0,0
120121.jpg,1,1,1,0,1,0,0,1,0,0
120123.jpg,1,1,1,0,1,0,0,1,0,0
120144.jpg,2,1,1,0,0,1,2,0,1,2
120155.jpg,4,4,3,1,3,1,1,2,1,2
120159.jpg,1,1,1,0,0,1,1,0,1,1
120171.jpg,5,5,5,0,5,0,0,5,0,0
120173.jpg,2,2,2,0,2,0,0,2,0,0
120185.jpg,5,4,4,0,2,2,3,2,2,3
120202.jpg,1,1,0,1,1,0,0,0,0,1
120205.jpg,2,2,2,0,2,0,0,2,0,0
120207.jpg,3,1,1,0,1,0,2,1,0,2
120220.jpg,4,4,4,0,3,1,1,3,1,1
120227.jpg,3,1,1,0,0,1,3,0,1,3
120235.jpg,2,1,1,0,0,1,2,0,1,2
120244.jpg,4,3,3,0,2,1,2,2,1,2
120260.jpg,1,1,1,0,0,1,1,0,1,1
120272.jpg,4,2,2,0,2,0,2,2,0,2
120276.jpg,2,0,0,0,0,0,2,0,0,2
120285.jpg,1,1,1,0,1,0,0,1,0,0
120286.jpg,2,2,2,0,1,1,1,1,1,1
120288.jpg,2,1,1,0,0,1,2,0,1,2
120294.jpg,2,1,1,0,0,1,2,0,1,2
120295.jpg,2,2,2,0,2,0,0,2,0,0
120313.jpg,2,2,2,0,2,0,0,2,0,0
120314.jpg,3,3,3,0,3,0,0,3,0,0
120318.jpg,4,2,2,0,1,1,3,1,1,3
120319.jpg,1,1,1,0,0,1,1,0,1,1
120323.jpg,9,6,6,0,1,5,8,1,5,8
120324.jpg,3,1,1,0,1,0,2,1,0,2
120326.jpg,2,3,3,0,2,1,0,2,1,0
120333.jpg,5,5,5,0,4,1,1,4,1,1
120337.jpg,1,1,1,0,1,0,0,1,0,0
120343.jpg,4,3,3,0,2,1,2,2,1,2
120352.jpg,5,4,4,0,3,1,2,3,1,2
120354.jpg,1,1,1,0,1,0,0,1,0,0
120361.jpg,3,3,3,0,2,1,1,2,1,1
120369.jpg,2,2,2,0,1,1,1,1,1,1
120381.jpg,3,2,2,0,1,1,2,1,1,2
120385.jpg,1,0,0,0,0,0,1,0,0,1
120400.jpg,3,1,1,0,0,1,3,0,1,3
120414.jpg,2,2,2,0,2,0,0,2,0,0
120429.jpg,10,9,9,0,5,4,5,5,4,5
120437.jpg,5,2,1,1,2,0,3,1,0,4
120451.jpg,3,3,3,0,2,1,1,2,1,1
130009.jpg,2,2,1,1,2,0,0,1,0,1
130024.jpg,5,5,5,0,4,1,1,4,1,1
130031.jpg,1,1,1,0,1,0,0,1,0,0
130039.jpg,3,3,3,0,3,0,0,3,0,0
130047.jpg,5,4,4,0,3,1,2,3,1,2
130063.jpg,3,3,3,0,3,0,0,3,0,0
130085.jpg,2,2,2,0,1,1,1,1,1,1
130088.jpg,2,2,2,0,2,0,0,2,0,0
130093.jpg,3,2,2,0,2,0,1,2,0,1
130106.jpg,2,1,1,0,1,0,1,1,0,1
130109.jpg,4,4,4,0,3,1,1,3,1,1
130110.jpg,3,3,3,0,3,0,0,3,0,0
130129.jpg,3,4,4,0,2,2,1,2,2,1
130131.jpg,4,3,3,0,2,1,2,2,1,2
130140.jpg,2,1,1,0,1,0,1,1,0,1
130162.jpg,3,3,3,0,2,1,1,2,1,1
130164.jpg,4,4,4,0,3,1,1,3,1,1
130169.jpg,2,2,2,0,2,0,0,2,0,0
130171.jpg,4,3,3,0,3,0,1,3,0,1
130178.jpg,2,2,2,0,2,0,0,2,0,0
130190.jpg,3,3,3,0,3,0,0,3,0,0
130211.jpg,3,2,1,1,2,0,1,1,0,2
130214.jpg,4,4,4,0,4,0,0,4,0,0
130234.jpg,1,1,0,1,1,0,0,0,0,1
130236.jpg,3,3,3,0,3,0,0,3,0,0
130237.jpg,2,2,2,0,2,0,0,2,0,0
130238.jpg,4,4,4,0,4,0,0,4,0,0
130242.jpg,2,2,2,0,2,0,0,2,0,0
130243.jpg,4,4,4,0,3,1,1,3,1,1
130246.jpg,1,1,1,0,1,0,0,1,0,0
130247.jpg,6,5,5,0,4,1,2,4,1,2
130270.jpg,1,1,1,0,1,0,0,1,0,0
130272.jpg,4,3,3,0,2,1,2,2,1,2
130273.jpg,2,2,2,0,2,0,0,2,0,0
130287.jpg,2,2,2,0,1,1,1,1,1,1
130296.jpg,3,3,3,0,3,0,0,3,0,0
130324.jpg,3,3,3,0,2,1,1,2,1,1
130330.jpg,5,5,5,0,5,0,0,5,0,0
130331.jpg,3,3,3,0,3,0,0,3,0,0
130336.jpg,3,2,2,0,2,0,1,2,0,1
130342.jpg,4,6,6,0,3,3,1,3,3,1
130352.jpg,4,4,3,1,2,2,2,1,2,3
130353.jpg,2,2,2,0,1,1,1,1,1,1
130362.jpg,4,3,3,0,3,0,1,3,0,1
130363.jpg,1,3,2,1,1,2,0,1,1,0
130366.jpg,5,4,4,0,4,0,1,4,0,1
130369.jpg,1,1,1,0,1,0,0,1,0,0
130375.jpg,2,2,2,0,1,1,1,1,1,1
130379.jpg,5,4,4,0,4,0,1,4,0,1
130380.jpg,1,1,1,0,1,0,0,1,0,0
130382.jpg,4,2,2,0,2,0,2,2,0,2
130388.jpg,2,2,1,1,2,0,0,1,0,1
130392.jpg,2,2,2,0,1,1,1,1,1,1
130394.jpg,5,5,5,0,5,0,0,5,0,0
130395.jpg,1,1,1,0,1,0,0,1,0,0
130401.jpg,4,3,3,0,2,1,2,2,1,2
130409.jpg,1,1,1,0,0,1,1,0,1,1
130428.jpg,3,3,3,0,2,1,1,2,1,1
130434.jpg,4,3,3,0,3,0,1,3,0,1
130435.jpg,3,3,3,0,2,1,1,2,1,1
130445.jpg,4,4,4,0,3,1,1,3,1,1
130448.jpg,3,3,3,0,3,0,0,3,0,0
130465.jpg,4,2,2,0,2,0,2,2,0,2
130467.jpg,3,3,3,0,2,1,1,2,1,1
130473.jpg,2,2,2,0,2,0,0,2,0,0
130480.jpg,6,6,6,0,3,3,3,3,3,3
130483.jpg,4,4,4,0,3,1,1,3,1,1
130492.jpg,2,2,2,0,2,0,0,2,0,0
130500.jpg,6,6,6,0,6,0,0,6,0,0
140021.jpg,2,2,2,0,2,0,0,2,0,0
140022.jpg,4,3,3,0,2,1,2,2,1,2
140029.jpg,2,2,1,1,1,1,1,1,0,1
140043.jpg,4,3,3,0,2,1,2,2,1,2
140052.jpg,4,4,4,0,4,0,0,4,0,0
140057.jpg,2,2,2,0,2,0,0,2,0,0
140061.jpg,5,4,4,0,4,0,1,4,0,1
140062.jpg,6,5,4,1,4,1,2,3,1,3
140069.jpg,2,2,2,0,2,0,0,2,0,0
140076.jpg,2,2,2,0,2,0,0,2,0,0
140078.jpg,3,2,2,0,1,1,2,1,1,2
140083.jpg,3,3,3,0,3,0,0,3,0,0
140087.jpg,2,3,3,0,2,1,0,2,1,0
140088.jpg,1,1,1,0,0,1,1,0,1,1
140089.jpg,6,5,5,0,5,0,1,5,0,1
140093.jpg,1,1,1,0,1,0,0,1,0,0
140097.jpg,1,1,1,0,0,1,1,0,1,1
140109.jpg,3,3,3,0,3,0,0,3,0,0
140111.jpg,4,4,3,1,3,1,1,3,0,1
140113.jpg,4,1,1,0,1,0,3,1,0,3
140120.jpg,3,3,3,0,2,1,1,2,1,1
140125.jpg,4,2,2,0,2,0,2,2,0,2
140126.jpg,6,3,3,0,3,0,3,3,0,3
140128.jpg,4,3,3,0,3,0,1,3,0,1
140131.jpg,1,2,2,0,1,1,0,1,1,0
140141.jpg,3,3,3,0,3,0,0,3,0,0
140150.jpg,3,3,3,0,2,1,1,2,1,1
140151.jpg,3,3,3,0,3,0,0,3,0,0
140158.jpg,3,2,2,0,2,0,1,2,0,1
140160.jpg,4,3,2,1,3,0,1,2,0,2
140166.jpg,5,5,5,0,5,0,0,5,0,0
140170.jpg,3,1,0,1,0,1,3,0,0,3
140176.jpg,3,2,2,0,1,1,2,1,1,2
140177.jpg,3,3,2,1,3,0,0,2,0,1
140186.jpg,4,5,5,0,4,1,0,4,1,0
140188.jpg,3,3,3,0,3,0,0,3,0,0
140199.jpg,3,2,2,0,0,2,3,0,2,3
140202.jpg,1,1,1,0,1,0,0,1,0,0
140218.jpg,1,1,1,0,1,0,0,1,0,0
140234.jpg,3,3,3,0,3,0,0,3,0,0
140235.jpg,2,2,2,0,2,0,0,2,0,0
140240.jpg,1,1,1,0,1,0,0,1,0,0
140242.jpg,1,1,1,0,1,0,0,1,0,0
140243.jpg,6,5,5,0,4,1,2,4,1,2
140246.jpg,3,3,3,0,3,0,0,3,0,0
140247.jpg,2,2,2,0,2,0,0,2,0,0
140266.jpg,2,2,2,0,1,1,1,1,1,1
140269.jpg,9,8,7,1,7,1,2,7,0,2
140281.jpg,1,1,1,0,1,0,0,1,0,0
140285.jpg,1,1,1,0,1,0,0,1,0,0
140291.jpg,3,2,2,0,1,1,2,1,1,2
140293.jpg,6,3,2,1,3,0,3,2,0,4
140295.jpg,1,1,1,0,0,1,1,0,1,1
140305.jpg,2,2,1,1,2,0,0,1,0,1
140317.jpg,2,1,1,0,1,0,1,1,0,1
140323.jpg,1,1,1,0,1,0,0,1,0,0
140337.jpg,4,3,3,0,3,0,1,3,0,1
140340.jpg,3,3,3,0,2,1,1,2,1,1
140344.jpg,1,1,1,0,1,0,0,1,0,0
140361.jpg,4,3,3,0,2,1,2,2,1,2
140369.jpg,1,1,1,0,1,0,0,1,0,0
140370.jpg,1,1,0,1,1,0,0,0,0,1
140378.jpg,2,2,2,0,2,0,0,2,0,0
140381.jpg,1,1,1,0,1,0,0,1,0,0
140400.jpg,2,2,2,0,2,0,0,2,0,0
140411.jpg,3,4,4,0,3,1,0,3,1,0
140413.jpg,3,1,1,0,1,0,2,1,0,2
140415.jpg,1,1,1,0,0,1,1,0,1,1
140439.jpg,2,2,2,0,0,2,2,0,2,2
140450.jpg,3,3,3,0,3,0,0,3,0,0
140451.jpg,2,2,2,0,2,0,0,2,0,0
140462.jpg,6,5,5,0,4,1,2,4,1,2
140469.jpg,1,1,1,0,0,1,1,0,1,1
140476.jpg,1,1,1,0,1,0,0,1,0,0
140477.jpg,5,4,4,0,4,0,1,4,0,1
140478.jpg,2,2,2,0,1,1,1,1,1,1
140485.jpg,2,2,1,1,2,0,0,1,0,1
140486.jpg,3,2,2,0,2,0,1,2,0,1
140491.jpg,1,1,1,0,1,0,0,1,0,0
140498.jpg,2,2,2,0,2,0,0,2,0,0
140504.jpg,1,1,1,0,1,0,0,1,0,0
140513.jpg,2,2,2,0,2,0,0,2,0,0
140526.jpg,2,2,2,0,1,1,1,1,1,1
140530.jpg,1,1,1,0,0,1,1,0,1,1
140534.jpg,5,5,5,0,4,1,1,4,1,1
140539.jpg,1,1,1,0,1,0,0,1,0,0
140540.jpg,4,2,2,0,1,1,3,1,1,3
140546.jpg,3,2,2,0,2,0,1,2,0,1
140547.jpg,3,3,3,0,2,1,1,2,1,1
140553.jpg,1,1,1,0,1,0,0,1,0,0
140557.jpg,5,3,3,0,3,0,2,3,0,2
150015.jpg,1,1,0,1,0,1,1,0,0,1
150030.jpg,2,2,1,1,2,0,0,1,0,1
150034.jpg,3,3,3,0,2,1,1,2,1,1
150041.jpg,2,2,2,0,2,0,0,2,0,0
150047.jpg,1,1,1,0,1,0,0,1,0,0
150049.jpg,2,2,2,0,2,0,0,2,0,0
150056.jpg,4,2,2,0,1,1,3,1,1,3
150058.jpg,3,3,3,0,2,1,1,2,1,1
150064.jpg,3,3,3,0,3,0,0,3,0,0
150077.jpg,2,2,2,0,2,0,0,2,0,0
150094.jpg,2,2,2,0,2,0,0,2,0,0
150095.jpg,3,2,2,0,2,0,1,2,0,1
150103.jpg,6,5,5,0,5,0,1,5,0,1
150106.jpg,2,2,2,0,2,0,0,2,0,0
150109.jpg,1,1,1,0,1,0,0,1,0,0
150113.jpg,6,4,4,0,4,0,2,4,0,2
150125.jpg,2,1,1,0,1,0,1,1,0,1
150128.jpg,1,1,1,0,1,0,0,1,0,0
150129.jpg,3,3,3,0,3,0,0,3,0,0
150134.jpg,3,3,3,0,3,0,0,3,0,0
150135.jpg,3,3,3,0,3,0,0,3,0,0
150141.jpg,1,1,0,1,1,0,0,0,0,1
150146.jpg,2,1,1,0,1,0,1,1,0,1
150150.jpg,1,1,1,0,1,0,0,1,0,0
150156.jpg,1,1,1,0,1,0,0,1,0,0
150161.jpg,1,1,1,0,1,0,0,1,0,0
150176.jpg,1,1,1,0,1,0,0,1,0,0
150184.jpg,1,1,1,0,1,0,0,1,0,0
150187.jpg,2,2,2,0,1,1,1,1,1,1
150194.jpg,4,3,3,0,3,0,1,3,0,1
150204.jpg,8,8,8,0,7,1,1,7,1,1
150213.jpg,2,2,2,0,2,0,0,2,0,0
150216.jpg,1,1,1,0,1,0,0,1,0,0
150220.jpg,3,2,1,1,1,1,2,1,0,2
150227.jpg,1,1,1,0,1,0,0,1,0,0
150236.jpg,2,2,2,0,2,0,0,2,0,0
150242.jpg,1,1,1,0,1,0,0,1,0,0
150250.jpg,1,1,1,0,1,0,0,1,0,0
150251.jpg,3,3,3,0,3,0,0,3,0,0
150253.jpg,1,1,1,0,1,0,0,1,0,0
150254.jpg,2,1,1,0,1,0,1,1,0,1
150255.jpg,2,2,2,0,1,1,1,1,1,1
150258.jpg,1,1,1,0,1,0,0,1,0,0
150261.jpg,3,2,2,0,0,2,3,0,2,3
150264.jpg,2,2,2,0,1,1,1,1,1,1
150270.jpg,2,1,1,0,1,0,1,1,0,1
150272.jpg,3,2,2,0,1,1,2,1,1,2
150274.jpg,3,3,3,0,3,0,0,3,0,0
150282.jpg,1,1,1,0,1,0,0,1,0,0
150285.jpg,3,2,2,0,2,0,1,2,0,1
150300.jpg,4,3,3,0,3,0,1,3,0,1
150306.jpg,3,3,3,0,3,0,0,3,0,0
150307.jpg,1,1,1,0,1,0,0,1,0,0
150324.jpg,2,2,2,0,2,0,0,2,0,0
150350.jpg,1,1,0,1,0,1,1,0,0,1
150356.jpg,2,1,1,0,1,0,1,1,0,1
150361.jpg,1,1,1,0,1,0,0,1,0,0
150370.jpg,1,1,1,0,1,0,0,1,0,0
150378.jpg,1,1,1,0,1,0,0,1,0,0
150396.jpg,2,2,2,0,1,1,1,1,1,1
150399.jpg,2,3,3,0,2,1,0,2,1,0
150406.jpg,2,2,2,0,2,0,0,2,0,0
150413.jpg,1,1,1,0,1,0,0,1,0,0
150419.jpg,2,1,1,0,1,0,1,1,0,1
150420.jpg,1,1,0,1,1,0,0,0,0,1
150422.jpg,1,0,0,0,0,0,1,0,0,1
150425.jpg,2,2,2,0,2,0,0,2,0,0
150426.jpg,1,1,1,0,1,0,0,1,0,0
150433.jpg,1,1,1,0,0,1,1,0,1,1
150436.jpg,1,1,1,0,1,0,0,1,0,0
150453.jpg,1,1,1,0,1,0,0,1,0,0
150462.jpg,1,1,1,0,0,1,1,0,1,1
150464.jpg,2,2,2,0,2,0,0,2,0,0
150467.jpg,2,2,2,0,1,1,1,1,1,1
150472.jpg,1,1,1,0,1,0,0,1,0,0
150475.jpg,1,1,1,0,1,0,0,1,0,0
150478.jpg,2,2,2,0,1,1,1,1,1,1
150482.jpg,1,1,1,0,1,0,0,1,0,0
150486.jpg,1,1,1,0,1,0,0,1,0,0
150502.jpg,3,2,2,0,2,0,1,2,0,1
150508.jpg,2,2,2,0,1,1,1,1,1,1
150524.jpg,2,2,2,0,1,1,1,1,1,1
150539.jpg,3,3,3,0,3,0,0,3,0,0
150563.jpg,2,2,2,0,2,0,0,2,0,0
150564.jpg,2,2,1,1,2,0,0,1,0,1
150571.jpg,2,2,2,0,2,0,0,2,0,0
150573.jpg,3,0,0,0,0,0,3,0,0,3
150578.jpg,2,1,1,0,0,1,2,0,1,2
150603.jpg,1,1,1,0,1,0,0,1,0,0
160006.jpg,2,2,2,0,2,0,0,2,0,0
160009.jpg,1,1,1,0,1,0,0,1,0,0
160011.jpg,2,2,2,0,2,0,0,2,0,0
160017.jpg,1,1,1,0,1,0,0,1,0,0
160018.jpg,1,1,1,0,1,0,0,1,0,0
160030.jpg,2,2,2,0,2,0,0,2,0,0
160032.jpg,1,1,1,0,0,1,1,0,1,1
160035.jpg,3,2,2,0,1,1,2,1,1,2
160038.jpg,3,2,2,0,2,0,1,2,0,1
