image,gt,yolo_det,ensemble_masks,vetoed,yolo_tp,yolo_fp,yolo_fn,ensemble_tp,ensemble_fp,ensemble_fn
080033.jpg,3,3,3,0,2,1,1,2,1,1
080038.jpg,2,2,2,0,2,0,0,2,0,0
080046.jpg,2,2,1,1,1,1,1,1,0,1
080048.jpg,3,3,3,0,2,1,1,2,1,1
080055.jpg,4,4,4,0,4,0,0,4,0,0
080064.jpg,1,1,1,0,1,0,0,1,0,0
080065.jpg,1,1,1,0,1,0,0,1,0,0
080068.jpg,8,7,7,0,5,2,3,5,2,3
080072.jpg,5,5,4,1,4,1,1,3,1,2
080073.jpg,3,2,2,0,2,0,1,2,0,1
080085.jpg,3,3,3,0,2,1,1,2,1,1
080087.jpg,4,3,3,0,2,1,2,2,1,2
080090.jpg,6,4,4,0,4,0,2,4,0,2
080094.jpg,1,1,1,0,1,0,0,1,0,0
080101.jpg,7,4,4,0,4,0,3,4,0,3
080109.jpg,4,3,3,0,3,0,1,3,0,1
080123.jpg,3,3,3,0,2,1,1,2,1,1
080130.jpg,3,3,3,0,2,1,1,2,1,1
080135.jpg,4,4,4,0,3,1,1,3,1,1
080146.jpg,3,3,3,0,2,1,1,2,1,1
080149.jpg,5,5,5,0,5,0,0,5,0,0
080152.jpg,3,4,4,0,2,2,1,2,2,1
080157.jpg,7,7,7,0,6,1,1,6,1,1
080159.jpg,4,4,4,0,2,2,2,2,2,2
080162.jpg,1,1,1,0,1,0,0,1,0,0
080174.jpg,4,4,4,0,3,1,1,3,1,1
080177.jpg,3,2,2,0,1,1,2,1,1,2
080178.jpg,5,4,3,1,4,0,1,3,0,2
080179.jpg,1,1,1,0,0,1,1,0,1,1
080192.jpg,4,4,4,0,2,2,2,2,2,2
080195.jpg,6,5,4,1,5,0,1,4,0,2
080196.jpg,2,2,2,0,1,1,1,1,1,1
080210.jpg,5,6,6,0,3,3,2,3,3,2
080218.jpg,2,1,1,0,1,0,1,1,0,1
080223.jpg,4,4,3,1,2,2,2,2,1,2
080239.jpg,1,1,1,0,0,1,1,0,1,1
080240.jpg,2,2,2,0,1,1,1,1,1,1
080246.jpg,5,4,4,0,3,1,2,3,1,2
080247.jpg,3,4,4,0,3,1,0,3,1,0
080249.jpg,1,0,0,0,0,0,1,0,0,1
080262.jpg,2,3,3,0,2,1,0,2,1,0
080263.jpg,4,4,4,0,3,1,1,3,1,1
080271.jpg,1,1,1,0,1,0,0,1,0,0
080277.jpg,5,3,3,0,2,1,3,2,1,3
080293.jpg,1,2,2,0,1,1,0,1,1,0
080294.jpg,9,8,8,0,7,1,2,7,1,2
080299.jpg,2,3,3,0,1,2,1,1,2,1
080309.jpg,1,1,1,0,1,0,0,1,0,0
080316.jpg,4,4,4,0,4,0,0,4,0,0
080318.jpg,4,4,4,0,4,0,0,4,0,0
080336.jpg,4,2,2,0,2,0,2,2,0,2
080343.jpg,4,3,3,0,3,0,1,3,0,1
080354.jpg,3,3,3,0,3,0,0,3,0,0
080358.jpg,2,2,2,0,1,1,1,1,1,1
080370.jpg,4,2,2,0,0,2,4,0,2,4
080377.jpg,3,3,3,0,3,0,0,3,0,0
080381.jpg,2,2,2,0,1,1,1,1,1,1
080384.jpg,3,1,1,0,0,1,3,0,1,3
080391.jpg,1,1,1,0,1,0,0,1,0,0
080393.jpg,1,1,1,0,1,0,0,1,0,0
080397.jpg,3,3,3,0,3,0,0,3,0,0
080409.jpg,6,5,5,0,5,0,1,5,0,1
080414.jpg,1,1,1,0,1,0,0,1,0,0
080416.jpg,1,1,1,0,1,0,0,1,0,0
080421.jpg,2,2,2,0,1,1,1,1,1,1
080436.jpg,2,2,2,0,2,0,0,2,0,0
080439.jpg,2,2,2,0,1,1,1,1,1,1
080440.jpg,1,1,1,0,1,0,0,1,0,0
080446.jpg,3,2,2,0,1,1,2,1,1,2
080454.jpg,2,2,2,0,2,0,0,2,0,0
080459.jpg,3,2,2,0,2,0,1,2,0,1
080466.jpg,4,2,2,0,2,0,2,2,0,2
080467.jpg,4,4,4,0,4,0,0,4,0,0
080476.jpg,4,4,4,0,3,1,1,3,1,1
080478.jpg,2,2,2,0,2,0,0,2,0,0
080480.jpg,2,0,0,0,0,0,2,0,0,2
080487.jpg,4,3,3,0,2,1,2,2,1,2
080488.jpg,7,3,3,0,3,0,4,3,0,4
080491.jpg,3,3,3,0,1,2,2,1,2,2
080497.jpg,3,3,3,0,2,1,1,2,1,1
080505.jpg,9,8,8,0,7,1,2,7,1,2
080513.jpg,3,3,3,0,1,2,2,1,2,2
080514.jpg,2,2,2,0,2,0,0,2,0,0
080522.jpg,4,4,4,0,3,1,1,3,1,1
080546.jpg,4,3,3,0,3,0,1,3,0,1
080549.jpg,3,4,4,0,3,1,0,3,1,0
080554.jpg,2,2,2,0,1,1,1,1,1,1
080558.jpg,2,2,2,0,2,0,0,2,0,0
080561.jpg,1,1,1,0,1,0,0,1,0,0
080563.jpg,4,2,2,0,2,0,2,2,0,2
080565.jpg,3,3,3,0,3,0,0,3,0,0
080569.jpg,1,1,1,0,1,0,0,1,0,0
080571.jpg,3,3,3,0,3,0,0,3,0,0
080579.jpg,1,1,1,0,1,0,0,1,0,0
080580.jpg,5,3,3,0,1,2,4,1,2,4
080581.jpg,4,4,4,0,3,1,1,3,1,1
080591.jpg,5,5,5,0,4,1,1,4,1,1
080602.jpg,1,1,1,0,1,0,0,1,0,0
080609.jpg,2,3,3,0,2,1,0,2,1,0
080619.jpg,2,2,2,0,2,0,0,2,0,0
080620.jpg,1,1,1,0,1,0,0,1,0,0
080628.jpg,6,6,6,0,6,0,0,6,0,0
080630.jpg,5,3,3,0,1,2,4,1,2,4
080634.jpg,1,1,1,0,1,0,0,1,0,0
080635.jpg,2,2,1,1,2,0,0,1,0,1
080642.jpg,2,2,2,0,1,1,1,1,1,1
080651.jpg,6,4,4,0,3,1,3,3,1,3
080657.jpg,6,3,3,0,2,1,4,2,1,4
080661.jpg,4,2,2,0,0,2,4,0,2,4
080666.jpg,3,1,1,0,0,1,3,0,1,3
080671.jpg,7,7,6,1,7,0,0,6,0,1
080675.jpg,5,2,2,0,1,1,4,1,1,4
080683.jpg,4,4,4,0,2,2,2,2,2,2
080687.jpg,4,3,3,0,3,0,1,3,0,1
080688.jpg,3,2,2,0,2,0,1,2,0,1
080697.jpg,4,4,4,0,2,2,2,2,2,2
080702.jpg,4,3,3,0,2,1,2,2,1,2
080704.jpg,2,1,1,0,1,0,1,1,0,1
080705.jpg,3,3,3,0,3,0,0,3,0,0
080731.jpg,5,3,3,0,1,2,4,1,2,4
080743.jpg,1,1,1,0,0,1,1,0,1,1
080746.jpg,8,7,7,0,6,1,2,6,1,2
080753.jpg,3,3,3,0,3,0,0,3,0,0
080756.jpg,3,3,3,0,1,2,2,1,2,2
080763.jpg,1,1,1,0,1,0,0,1,0,0
080768.jpg,2,2,2,0,0,2,2,0,2,2
080780.jpg,3,2,2,0,1,1,2,1,1,2
080803.jpg,8,5,5,0,4,1,4,4,1,4
080817.jpg,1,1,1,0,0,1,1,0,1,1
080833.jpg,7,4,4,0,4,0,3,4,0,3
080843.jpg,3,3,3,0,2,1,1,2,1,1
080850.jpg,1,2,2,0,1,1,0,1,1,0
080862.jpg,2,2,2,0,2,0,0,2,0,0
080866.jpg,3,3,3,0,2,1,1,2,1,1
080876.jpg,5,3,3,0,3,0,2,3,0,2
080887.jpg,4,2,2,0,2,0,2,2,0,2
080897.jpg,1,1,1,0,1,0,0,1,0,0
080904.jpg,9,8,8,0,7,1,2,7,1,2
080905.jpg,8,8,8,0,7,1,1,7,1,1
080906.jpg,2,2,2,0,2,0,0,2,0,0
080907.jpg,2,2,2,0,2,0,0,2,0,0
080911.jpg,3,3,3,0,3,0,0,3,0,0
080914.jpg,3,2,2,0,2,0,1,2,0,1
080917.jpg,1,0,0,0,0,0,1,0,0,1
080919.jpg,6,5,4,1,4,1,2,4,0,2
080921.jpg,3,3,3,0,3,0,0,3,0,0
080923.jpg,4,4,4,0,2,2,2,2,2,2
080924.jpg,3,4,4,0,2,2,1,2,2,1
080943.jpg,8,7,7,0,6,1,2,6,1,2
080946.jpg,5,3,3,0,3,0,2,3,0,2
080947.jpg,2,2,2,0,2,0,0,2,0,0
080949.jpg,2,2,2,0,1,1,1,1,1,1
080953.jpg,1,2,2,0,1,1,0,1,1,0
080958.jpg,3,2,2,0,1,1,2,1,1,2
080969.jpg,6,6,6,0,6,0,0,6,0,0
080987.jpg,9,6,6,0,6,0,3,6,0,3
080994.jpg,2,2,2,0,1,1,1,1,1,1
080997.jpg,5,4,4,0,3,1,2,3,1,2
081010.jpg,1,1,1,0,1,0,0,1,0,0
081023.jpg,4,3,3,0,2,1,2,2,1,2
081030.jpg,2,1,1,0,0,1,2,0,1,2
081032.jpg,1,1,1,0,1,0,0,1,0,0
081034.jpg,3,3,3,0,2,1,1,2,1,1
081037.jpg,4,4,4,0,3,1,1,3,1,1
081043.jpg,5,4,4,0,3,1,2,3,1,2
081047.jpg,2,2,2,0,1,1,1,1,1,1
081049.jpg,2,2,2,0,2,0,0,2,0,0
081051.jpg,6,5,5,0,4,1,2,4,1,2
081066.jpg,6,6,6,0,6,0,0,6,0,0
081069.jpg,2,2,2,0,1,1,1,1,1,1
081071.jpg,4,4,4,0,2,2,2,2,2,2
081072.jpg,6,5,5,0,5,0,1,5,0,1
081077.jpg,5,4,4,0,3,1,2,3,1,2
081078.jpg,1,1,1,0,0,1,1,0,1,1
081092.jpg,3,3,3,0,3,0,0,3,0,0
081098.jpg,4,4,4,0,2,2,2,2,2,2
081102.jpg,5,3,3,0,3,0,2,3,0,2
081105.jpg,1,1,1,0,0,1,1,0,1,1
081114.jpg,2,2,2,0,2,0,0,2,0,0
081115.jpg,2,2,2,0,1,1,1,1,1,1
081124.jpg,1,0,0,0,0,0,1,0,0,1
081126.jpg,2,3,3,0,2,1,0,2,1,0
081129.jpg,1,1,1,0,1,0,0,1,0,0
081130.jpg,2,2,2,0,2,0,0,2,0,0
081134.jpg,4,4,4,0,4,0,0,4,0,0
081135.jpg,3,3,3,0,3,0,0,3,0,0
081136.jpg,8,6,6,0,5,1,3,5,1,3
081141.jpg,3,2,2,0,2,0,1,2,0,1
081145.jpg,4,4,4,0,3,1,1,3,1,1
081153.jpg,4,4,3,1,3,1,1,3,0,1
081155.jpg,3,3,3,0,2,1,1,2,1,1
081188.jpg,2,3,3,0,0,3,2,0,3,2
081204.jpg,4,4,4,0,3,1,1,3,1,1
081206.jpg,2,2,2,0,2,0,0,2,0,0
081208.jpg,4,4,4,0,2,2,2,2,2,2
081212.jpg,2,1,1,0,0,1,2,0,1,2
081221.jpg,4,4,4,0,3,1,1,3,1,1
081227.jpg,2,1,1,0,1,0,1,1,0,1
081230.jpg,3,3,3,0,3,0,0,3,0,0
081241.jpg,4,3,3,0,3,0,1,3,0,1
081245.jpg,5,5,5,0,3,2,2,3,2,2
081253.jpg,6,2,2,0,2,0,4,2,0,4
081261.jpg,1,3,3,0,1,2,0,1,2,0
081272.jpg,6,3,3,0,2,1,4,2,1,4
081275.jpg,2,1,1,0,1,0,1,1,0,1
081280.jpg,3,3,3,0,1,2,2,1,2,2
081284.jpg,1,0,0,0,0,0,1,0,0,1
081291.jpg,1,1,1,0,1,0,0,1,0,0
081292.jpg,2,2,2,0,2,0,0,2,0,0
081294.jpg,5,5,5,0,5,0,0,5,0,0
081300.jpg,2,2,2,0,2,0,0,2,0,0
081313.jpg,1,1,1,0,1,0,0,1,0,0
081314.jpg,2,2,2,0,2,0,0,2,0,0
081315.jpg,2,2,2,0,2,0,0,2,0,0
081343.jpg,4,2,2,0,2,0,2,2,0,2
081353.jpg,1,1,1,0,0,1,1,0,1,1
081358.jpg,4,3,3,0,3,0,1,3,0,1
081375.jpg,1,1,1,0,1,0,0,1,0,0
081378.jpg,4,4,4,0,2,2,2,2,2,2
081380.jpg,5,3,2,1,2,1,3,2,0,3
081392.jpg,3,2,2,0,2,0,1,2,0,1
081403.jpg,2,2,2,0,1,1,1,1,1,1
081407.jpg,2,2,2,0,2,0,0,2,0,0
081409.jpg,3,3,3,0,2,1,1,2,1,1
081416.jpg,3,4,4,0,3,1,0,3,1,0
081418.jpg,1,1,1,0,1,0,0,1,0,0
081419.jpg,3,3,3,0,1,2,2,1,2,2
081425.jpg,1,1,1,0,1,0,0,1,0,0
081433.jpg,3,3,3,0,3,0,0,3,0,0
081443.jpg,2,2,2,0,1,1,1,1,1,1
081461.jpg,3,2,2,0,2,0,1,2,0,1
081463.jpg,4,4,4,0,2,2,2,2,2,2
081464.jpg,2,2,2,0,2,0,0,2,0,0
081473.jpg,2,2,2,0,2,0,0,2,0,0
081477.jpg,4,5,5,0,2,3,2,2,3,2
081478.jpg,4,4,4,0,3,1,1,3,1,1
081487.jpg,3,1,1,0,1,0,2,1,0,2
081492.jpg,4,4,4,0,3,1,1,3,1,1
081502.jpg,1,1,1,0,0,1,1,0,1,1
081510.jpg,3,0,0,0,0,0,3,0,0,3
081513.jpg,1,1,1,0,0,1,1,0,1,1
081521.jpg,3,2,2,0,2,0,1,2,0,1
081523.jpg,2,0,0,0,0,0,2,0,0,2
081524.jpg,2,2,2,0,2,0,0,2,0,0
090001.jpg,4,3,3,0,2,1,2,2,1,2
090006.jpg,4,4,3,1,4,0,0,3,0,1
090023.jpg,1,2,2,0,0,2,1,0,2,1
090027.jpg,2,2,2,0,2,0,0,2,0,0
090031.jpg,3,2,2,0,1,1,2,1,1,2
090045.jpg,1,2,2,0,1,1,0,1,1,0
090048.jpg,1,1,1,0,1,0,0,1,0,0
090061.jpg,3,2,2,0,1,1,2,1,1,2
090068.jpg,4,3,3,0,2,1,2,2,1,2
090083.jpg,1,1,1,0,1,0,0,1,0,0
090084.jpg,5,5,4,1,4,1,1,4,0,1
090095.jpg,2,1,1,0,1,0,1,1,0,1
090098.jpg,4,5,5,0,1,4,3,1,4,3
090105.jpg,4,3,3,0,1,2,3,1,2,3
090106.jpg,1,1,1,0,1,0,0,1,0,0
090107.jpg,12,9,8,1,9,0,3,8,0,4
090112.jpg,2,2,2,0,2,0,0,2,0,0
090117.jpg,1,1,1,0,0,1,1,0,1,1
090127.jpg,1,1,1,0,0,1,1,0,1,1
090128.jpg,4,4,4,0,3,1,1,3,1,1
090130.jpg,3,1,1,0,1,0,2,1,0,2
090136.jpg,5,5,5,0,4,1,1,4,1,1
090141.jpg,4,3,2,1,3,0,1,2,0,2
090150.jpg,1,1,1,0,1,0,0,1,0,0
090152.jpg,1,1,1,0,1,0,0,1,0,0
090156.jpg,4,4,4,0,4,0,0,4,0,0
090164.jpg,2,2,2,0,2,0,0,2,0,0
090165.jpg,2,1,1,0,0,1,2,0,1,2
090174.jpg,7,7,7,0,5,2,2,5,2,2
090183.jpg,1,1,0,1,1,0,0,0,0,1
090184.jpg,2,2,2,0,1,1,1,1,1,1
090188.jpg,2,2,2,0,2,0,0,2,0,0
090192.jpg,5,1,0,1,0,1,5,0,0,5
090198.jpg,4,3,3,0,2,1,2,2,1,2
090200.jpg,1,2,2,0,1,1,0,1,1,0
090213.jpg,8,8,8,0,7,1,1,7,1,1
090214.jpg,4,2,2,0,2,0,2,2,0,2
090224.jpg,4,3,3,0,2,1,2,2,1,2
090225.jpg,6,5,5,0,4,1,2,4,1,2
090228.jpg,5,5,5,0,3,2,2,3,2,2
090233.jpg,3,4,4,0,3,1,0,3,1,0
090243.jpg,2,2,2,0,2,0,0,2,0,0
090258.jpg,1,1,1,0,1,0,0,1,0,0
090283.jpg,4,4,4,0,4,0,0,4,0,0
090305.jpg,3,2,2,0,1,1,2,1,1,2
090312.jpg,3,1,1,0,0,1,3,0,1,3
090317.jpg,3,1,1,0,1,0,2,1,0,2
090322.jpg,2,2,2,0,1,1,1,1,1,1
090324.jpg,3,3,2,1,2,1,1,2,0,1
090325.jpg,2,2,2,0,2,0,0,2,0,0
090340.jpg,4,4,4,0,3,1,1,3,1,1
090341.jpg,2,3,2,1,1,2,1,1,1,1
090349.jpg,6,6,6,0,6,0,0,6,0,0
090355.jpg,2,2,2,0,2,0,0,2,0,0
090358.jpg,2,2,2,0,1,1,1,1,1,1
090359.jpg,1,1,1,0,1,0,0,1,0,0
090366.jpg,2,2,2,0,2,0,0,2,0,0
090370.jpg,3,0,0,0,0,0,3,0,0,3
090372.jpg,3,2,2,0,2,0,1,2,0,1
090389.jpg,3,3,3,0,3,0,0,3,0,0
090397.jpg,2,2,2,0,2,0,0,2,0,0
090400.jpg,3,2,2,0,1,1,2,1,1,2
090408.jpg,3,1,1,0,1,0,2,1,0,2
090419.jpg,2,2,2,0,2,0,0,2,0,0
090420.jpg,2,2,1,1,2,0,0,1,0,1
090423.jpg,4,3,3,0,2,1,2,2,1,2
090426.jpg,2,2,2,0,1,1,1,1,1,1
090428.jpg,1,2,2,0,1,1,0,1,1,0
090445.jpg,5,3,3,0,2,1,3,2,1,3
090446.jpg,1,1,1,0,0,1,1,0,1,1
090448.jpg,3,3,3,0,3,0,0,3,0,0
090454.jpg,1,1,1,0,1,0,0,1,0,0
090458.jpg,4,2,2,0,2,0,2,2,0,2
090464.jpg,1,1,1,0,1,0,0,1,0,0
090466.jpg,2,2,2,0,2,0,0,2,0,0
090470.jpg,3,3,3,0,3,0,0,3,0,0
090484.jpg,3,0,0,0,0,0,3,0,0,3
090487.jpg,1,1,1,0,1,0,0,1,0,0
090491.jpg,4,3,2,1,0,3,4,0,2,4
090501.jpg,3,4,4,0,3,1,0,3,1,0
090505.jpg,1,1,1,0,1,0,0,1,0,0
090506.jpg,2,3,3,0,0,3,2,0,3,2
090509.jpg,2,2,2,0,2,0,0,2,0,0
090527.jpg,7,7,7,0,5,2,2,5,2,2
090536.jpg,2,1,1,0,1,0,1,1,0,1
090547.jpg,2,0,0,0,0,0,2,0,0,2
090552.jpg,1,0,0,0,0,0,1,0,0,1
090556.jpg,6,5,5,0,4,1,2,4,1,2
090559.jpg,4,3,3,0,3,0,1,3,0,1
090562.jpg,3,3,3,0,3,0,0,3,0,0
090574.jpg,3,1,1,0,1,0,2,1,0,2
090584.jpg,1,1,1,0,1,0,0,1,0,0
090588.jpg,7,8,7,1,7,1,0,6,1,1
090591.jpg,12,9,8,1,6,3,6,6,2,6
090594.jpg,1,1,1,0,0,1,1,0,1,1
090598.jpg,2,2,2,0,2,0,0,2,0,0
090604.jpg,3,3,3,0,2,1,1,2,1,1
090607.jpg,2,2,2,0,2,0,0,2,0,0
090612.jpg,2,2,2,0,2,0,0,2,0,0
090613.jpg,6,5,4,1,5,0,1,4,0,2
090618.jpg,2,2,2,0,2,0,0,2,0,0
090619.jpg,5,4,4,0,3,1,2,3,1,2
090621.jpg,3,1,1,0,1,0,2,1,0,2
090627.jpg,1,2,2,0,1,1,0,1,1,0
090630.jpg,1,1,1,0,1,0,0,1,0,0
090635.jpg,3,3,3,0,3,0,0,3,0,0
090643.jpg,3,3,2,1,3,0,0,2,0,1
090662.jpg,1,1,1,0,1,0,0,1,0,0
090671.jpg,1,1,1,0,1,0,0,1,0,0
090677.jpg,2,2,2,0,2,0,0,2,0,0
090680.jpg,3,3,2,1,2,1,1,2,0,1
090699.jpg,1,1,1,0,1,0,0,1,0,0
090700.jpg,4,3,3,0,3,0,1,3,0,1
090706.jpg,1,1,1,0,1,0,0,1,0,0
090708.jpg,7,6,6,0,6,0,1,6,0,1
090733.jpg,1,1,1,0,1,0,0,1,0,0
090745.jpg,4,2,2,0,1,1,3,1,1,3
090763.jpg,4,3,3,0,2,1,2,2,1,2
090769.jpg,1,1,1,0,1,0,0,1,0,0
090773.jpg,4,4,4,0,4,0,0,4,0,0
090776.jpg,3,2,2,0,1,1,2,1,1,2
090778.jpg,3,2,1,1,1,1,2,1,0,2
090781.jpg,2,1,1,0,1,0,1,1,0,1
090796.jpg,1,3,3,0,1,2,0,1,2,0
090797.jpg,8,8,8,0,8,0,0,8,0,0
090798.jpg,1,0,0,0,0,0,1,0,0,1
090806.jpg,5,5,5,0,5,0,0,5,0,0
090808.jpg,5,5,5,0,4,1,1,4,1,1
090809.jpg,1,1,1,0,0,1,1,0,1,1
090811.jpg,4,2,2,0,2,0,2,2,0,2
090817.jpg,4,3,3,0,2,1,2,2,1,2
090839.jpg,1,1,1,0,1,0,0,1,0,0
090840.jpg,1,1,1,0,1,0,0,1,0,0
090848.jpg,1,1,1,0,1,0,0,1,0,0
090850.jpg,2,2,2,0,1,1,1,1,1,1
090859.jpg,5,3,3,0,2,1,3,2,1,3
090866.jpg,1,1,1,0,1,0,0,1,0,0
090908.jpg,1,2,1,1,1,1,0,1,0,0
090915.jpg,4,3,3,0,3,0,1,3,0,1
090919.jpg,1,1,1,0,1,0,0,1,0,0
090922.jpg,4,5,5,0,3,2,1,3,2,1
090927.jpg,6,7,7,0,6,1,0,6,1,0
090958.jpg,2,1,1,0,1,0,1,1,0,1
090971.jpg,4,4,4,0,4,0,0,4,0,0
090973.jpg,1,1,1,0,1,0,0,1,0,0
090974.jpg,6,6,5,1,6,0,0,5,0,1
090976.jpg,2,2,2,0,2,0,0,2,0,0
090977.jpg,3,3,3,0,3,0,0,3,0,0
090980.jpg,1,1,1,0,1,0,0,1,0,0
090986.jpg,1,1,1,0,1,0,0,1,0,0
090988.jpg,1,1,1,0,1,0,0,1,0,0
090993.jpg,3,3,3,0,3,0,0,3,0,0
091008.jpg,3,3,3,0,3,0,0,3,0,0
091013.jpg,7,7,7,0,6,1,1,6,1,1
091014.jpg,1,0,0,0,0,0,1,0,0,1
091020.jpg,3,3,3,0,2,1,1,2,1,1
091023.jpg,3,3,3,0,2,1,1,2,1,1
091038.jpg,2,1,1,0,1,0,1,1,0,1
091040.jpg,3,1,1,0,1,0,2,1,0,2
091064.jpg,4,2,2,0,2,0,2,2,0,2
091068.jpg,4,1,1,0,1,0,3,1,0,3
091084.jpg,2,2,1,1,2,0,0,1,0,1
091087.jpg,3,3,3,0,2,1,1,2,1,1
091089.jpg,3,3,3,0,2,1,1,2,1,1
091092.jpg,2,2,2,0,2,0,0,2,0,0
091095.jpg,4,2,2,0,1,1,3,1,1,3
091100.jpg,5,5,4,1,3,2,2,3,1,2
091108.jpg,5,4,4,0,2,2,3,2,2,3
091111.jpg,3,1,1,0,1,0,2,1,0,2
091116.jpg,2,0,0,0,0,0,2,0,0,2
091117.jpg,1,1,1,0,1,0,0,1,0,0
091124.jpg,3,2,2,0,1,1,2,1,1,2
091132.jpg,2,2,2,0,2,0,0,2,0,0
091151.jpg,4,2,2,0,2,0,2,2,0,2
091154.jpg,4,3,3,0,2,1,2,2,1,2
091164.jpg,3,2,2,0,2,0,1,2,0,1
091172.jpg,1,1,1,0,1,0,0,1,0,0
091178.jpg,12,11,10,1,7,4,5,7,3,5
091187.jpg,3,3,3,0,1,2,2,1,2,2
091195.jpg,1,1,1,0,1,0,0,1,0,0
091209.jpg,4,4,3,1,2,2,2,2,1,2
091217.jpg,1,1,1,0,0,1,1,0,1,1
091218.jpg,5,1,1,0,0,1,5,0,1,5
091226.jpg,2,2,2,0,2,0,0,2,0,0
091247.jpg,1,0,0,0,0,0,1,0,0,1
091255.jpg,4,4,4,0,3,1,1,3,1,1
091257.jpg,3,0,0,0,0,0,3,0,0,3
100003.jpg,2,2,2,0,1,1,1,1,1,1
100011.jpg,4,3,3,0,3,0,1,3,0,1
100013.jpg,1,1,1,0,0,1,1,0,1,1
100014.jpg,2,0,0,0,0,0,2,0,0,2
100016.jpg,1,0,0,0,0,0,1,0,0,1
100019.jpg,3,3,3,0,2,1,1,2,1,1
100027.jpg,2,0,0,0,0,0,2,0,0,2
100029.jpg,1,1,1,0,1,0,0,1,0,0
100033.jpg,0,1,1,0,0,1,0,0,1,0
100035.jpg,1,1,1,0,1,0,0,1,0,0
100039.jpg,1,1,1,0,0,1,1,0,1,1
100054.jpg,1,1,1,0,0,1,1,0,1,1
100061.jpg,2,2,2,0,1,1,1,1,1,1
100062.jpg,2,2,2,0,2,0,0,2,0,0
100071.jpg,1,1,1,0,1,0,0,1,0,0
100078.jpg,1,1,1,0,1,0,0,1,0,0
100086.jpg,1,1,1,0,1,0,0,1,0,0
100089.jpg,1,1,1,0,1,0,0,1,0,0
100091.jpg,1,0,0,0,0,0,1,0,0,1
100098.jpg,3,3,3,0,1,2,2,1,2,2
100112.jpg,2,1,1,0,1,0,1,1,0,1
100120.jpg,2,3,3,0,2,1,0,2,1,0
100134.jpg,3,1,1,0,1,0,2,1,0,2
100154.jpg,2,1,1,0,1,0,1,1,0,1
100158.jpg,1,0,0,0,0,0,1,0,0,1
100168.jpg,1,1,1,0,1,0,0,1,0,0
100176.jpg,4,3,2,1,3,0,1,2,0,2
100183.jpg,1,1,1,0,1,0,0,1,0,0
100208.jpg,2,2,2,0,2,0,0,2,0,0
100242.jpg,2,2,2,0,1,1,1,1,1,1
100251.jpg,2,2,2,0,2,0,0,2,0,0
100262.jpg,2,2,2,0,1,1,1,1,1,1
100269.jpg,1,1,1,0,1,0,0,1,0,0
100271.jpg,2,1,1,0,1,0,1,1,0,1
100285.jpg,1,1,1,0,1,0,0,1,0,0
100292.jpg,1,1,1,0,0,1,1,0,1,1
100298.jpg,3,3,3,0,3,0,0,3,0,0
100299.jpg,1,1,1,0,1,0,0,1,0,0
100310.jpg,2,1,1,0,1,0,1,1,0,1
100315.jpg,2,3,3,0,2,1,0,2,1,0
100319.jpg,2,2,2,0,1,1,1,1,1,1
100324.jpg,2,2,2,0,2,0,0,2,0,0
100330.jpg,1,1,1,0,1,0,0,1,0,0
100334.jpg,2,2,2,0,1,1,1,1,1,1
100335.jpg,2,2,2,0,2,0,0,2,0,0
100347.jpg,1,1,1,0,0,1,1,0,1,1
100348.jpg,2,1,1,0,1,0,1,1,0,1
100352.jpg,3,2,2,0,0,2,3,0,2,3
100353.jpg,2,0,0,0,0,0,2,0,0,2
100357.jpg,2,2,2,0,2,0,0,2,0,0
100359.jpg,2,1,1,0,0,1,2,0,1,2
100367.jpg,1,1,1,0,1,0,0,1,0,0
100379.jpg,1,1,1,0,1,0,0,1,0,0
100381.jpg,1,1,1,0,1,0,0,1,0,0
100383.jpg,1,2,2,0,1,1,0,1,1,0
100402.jpg,1,1,1,0,1,0,0,1,0,0
100409.jpg,1,1,1,0,1,0,0,1,0,0
100411.jpg,5,3,3,0,3,0,2,3,0,2
100412.jpg,2,1,1,0,1,0,1,1,0,1
100413.jpg,2,1,1,0,1,0,1,1,0,1
100423.jpg,3,2,2,0,2,0,1,2,0,1
100440.jpg,1,1,0,1,1,0,0,0,0,1
100445.jpg,1,1,1,0,1,0,0,1,0,0
100456.jpg,1,2,1,1,1,1,0,1,0,0
100465.jpg,1,1,1,0,0,1,1,0,1,1
100471.jpg,3,3,3,0,1,2,2,1,2,2
100473.jpg,2,2,2,0,2,0,0,2,0,0
100476.jpg,1,1,1,0,1,0,0,1,0,0
100477.jpg,4,4,3,1,2,2,2,2,1,2
100478.jpg,1,1,1,0,1,0,0,1,0,0
100480.jpg,1,1,1,0,1,0,0,1,0,0
100484.jpg,4,3,2,1,3,0,1,2,0,2
100504.jpg,2,1,1,0,0,1,2,0,1,2
100517.jpg,1,0,0,0,0,0,1,0,0,1
100518.jpg,4,4,4,0,4,0,0,4,0,0
100522.jpg,4,2,2,0,1,1,3,1,1,3
100531.jpg,5,3,3,0,3,0,2,3,0,2
100532.jpg,2,1,1,0,0,1,2,0,1,2
100538.jpg,1,1,1,0,1,0,0,1,0,0
100542.jpg,1,1,1,0,0,1,1,0,1,1
100557.jpg,2,1,1,0,1,0,1,1,0,1
100566.jpg,2,2,2,0,2,0,0,2,0,0
100572.jpg,1,1,1,0,1,0,0,1,0,0
100577.jpg,2,2,2,0,2,0,0,2,0,0
